Corpus d'apprentissage,Corpus de test,Pr�cision train �poque 1,Pr�cision train �poque 2,Pr�cision train �poque 3,Pr�cision train �poque 4,Pr�cision train �poque 5, Pr�cision train �poque 6, Pr�cision train �poque 7, Pr�cision train �poque 8, Pr�cision train �poque 9, Pr�cision train �poque 10,Pr�cision globale,Pr�cision OOV,Pr�cision sur les mots ambigus,Pourcentage OOV,KL divergence,Perplexit�
ftb,ftb_natdis_pud_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8933905084,0.5025937279,0.8724796883,17.7166660523,-0.0202009943,9.9227033524
ftb,ftb_natdis_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.9084469481,0.5205807514,0.8904875783,13.7538246028,-0.0200521505,9.223775551
ftb,ftb_partut_pud_sequoia,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.9174636212,0.6293370508,0.8929715832,17.0973568769,-0.0226706655,12.1052526469
ftb,ftb_partut_pud_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.9056615594,0.594552039,0.8745656444,15.9730158145,-0.0224153195,12.0560628676
ftb,ftb_partut_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.9240070682,0.6573626374,0.8944203428,11.9696243595,-0.0225480131,11.1442600121
ftb,ftb_pud_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.9060616505,0.6067787269,0.8764077029,18.2622479449,-0.022437654,12.4472577697
ftb,gsd_natdis_partut_pud,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8378992134,0.4350692156,0.8347338936,11.9917425443,-0.0092946101,9.5295306862
ftb,gsd_natdis_partut_sequoia,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8616961899,0.4347316616,0.8793080506,8.0030965459,-0.0054241503,7.8778894342
ftb,gsd_natdis_partut_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.823700854,0.376741951,0.8185943902,6.8492645704,-0.0038896813,7.8403521147
ftb,gsd_natdis_pud_sequoia,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8475495832,0.4685304659,0.8439528144,14.2809746747,-0.0109613993,10.1430323624
ftb,gsd_natdis_pud_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8243107949,0.433915575,0.8070971817,13.1345154274,-0.0099357522,10.0998199354
ftb,gsd_natdis_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8391034284,0.4332215427,0.8331397804,9.171673978,-0.0067128251,8.700700691
ftb,gsd_partut_pud_sequoia,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8678010187,0.5741123039,0.8437255668,12.5041471597,-0.0139580811,15.5392308868
ftb,gsd_partut_pud_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8396724491,0.5262713653,0.7998967088,11.3576879124,-0.0128852216,15.1344873245
ftb,gsd_partut_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8657793608,0.5816882233,0.8299014018,7.3616691857,-0.0106990685,13.0155161432
ftb,gsd_pud_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8494499347,0.5529578463,0.8135614078,13.6690382276,-0.0140066757,15.5771351
ftb,natdis_partut_pud_sequoia,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8422074034,0.4537487829,0.8392046784,11.8221697939,-0.0097085254,9.0703911839
ftb,natdis_partut_pud_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8155501263,0.4142314677,0.7973435389,10.6793969108,-0.0085803621,9.0852327837
ftb,natdis_partut_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8297822729,0.405075188,0.8245891277,6.602278173,-0.0044747666,7.4995395155
ftb,natdis_pud_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8280411929,0.450459506,0.8108268417,12.9760017695,-0.01032993,9.7320560636
ftb,partut_pud_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.844169558,0.5483136768,0.804319187,11.2323515317,-0.0132835829,14.0444654136
ftb,foot_ftb_gsd_natdis_partut,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8849407634,0.377540311,0.8992308593,17.178456888,-0.0109710895,8.8390958126
ftb,foot_ftb_gsd_natdis_pud,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8753833845,0.4071574797,0.8818518824,23.2351531684,-0.0128897922,9.6791951816
ftb,foot_ftb_gsd_natdis_sequoia,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.886576992,0.4026167896,0.8997329896,19.4345117411,-0.0117899774,9.140088006
ftb,foot_ftb_gsd_natdis_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8757343572,0.3809270584,0.8819550236,18.3064843145,-0.0114482116,9.2089543609
ftb,foot_ftb_gsd_partut_pud,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8849449595,0.441580756,0.884468761,21.7163711431,-0.0174039464,10.7382377801
ftb,foot_ftb_gsd_partut_sequoia,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.898338661,0.4426920169,0.9041177641,17.8788660744,-0.0168789264,10.1266897899
ftb,foot_ftb_gsd_partut_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8865394116,0.4164117133,0.8848644947,16.7508386478,-0.0165232017,10.195552128
ftb,foot_ftb_gsd_pud_sequoia,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8864318124,0.4605933974,0.8856860677,23.9503078114,-0.0176658117,11.0071225716
ftb,foot_ftb_gsd_pud_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8765758041,0.4404721754,0.8696965695,22.825966749,-0.0173830225,11.0549243476
ftb,foot_ftb_gsd_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8881062843,0.4412963515,0.8861841134,19.0105798651,-0.0169742297,10.4838685926
ftb,foot_ftb_natdis_partut_pud,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.874932488,0.3957659987,0.8821455247,20.8758801194,-0.0124761102,9.2939010038
ftb,foot_ftb_natdis_partut_sequoia,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.886782466,0.3889361702,0.9011547254,16.9720204962,-0.0111735843,8.7109915732
ftb,foot_ftb_natdis_partut_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8752497206,0.3654250239,0.8822862196,15.8255612489,-0.0108027563,8.7728961957
ftb,foot_ftb_natdis_pud_sequoia,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8769299155,0.4160204773,0.8834624897,23.1135031518,-0.0130450618,9.5703535981
ftb,foot_ftb_natdis_pud_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8672606285,0.3975565336,0.8677400992,21.9928484536,-0.0127587735,9.6260693276
ftb,foot_ftb_natdis_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8774616887,0.3914916059,0.883728106,18.0963615586,-0.0116556715,9.0764685618
ftb,foot_ftb_partut_pud_sequoia,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8866091143,0.4518472023,0.8861962377,21.6168393114,-0.0175717468,10.5657209641
ftb,foot_ftb_partut_pud_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8761861582,0.4301620349,0.869329852,20.492498249,-0.0172726388,10.6279655561
ftb,foot_ftb_partut_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.888414793,0.4290504002,0.8867802585,16.5738931692,-0.0167512233,9.9893075056
ftb,foot_ftb_pud_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8781460142,0.4500585578,0.8713013597,22.7338076455,-0.0175576173,10.8904337201
ftb,foot_gsd_natdis_partut_pud,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.7937171601,0.3359345968,0.8300408982,16.2900431305,0.0045807194,9.3069108385
ftb,foot_gsd_natdis_partut_sequoia,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.7973389414,0.3158540667,0.862812372,12.3603789582,0.0123901811,8.2242180394
ftb,foot_gsd_natdis_partut_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.7707056485,0.2871980131,0.8161862201,11.213919711,0.0140216153,8.278067429
ftb,foot_gsd_natdis_pud_sequoia,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8060130081,0.3636363636,0.8383281029,18.5460979836,0.0015087216,9.7616626753
ftb,foot_gsd_natdis_pud_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.7875827744,0.3421234653,0.8071869134,17.3996387363,0.0025954276,9.7856152321
ftb,foot_gsd_natdis_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.7891248356,0.3248335893,0.8282569747,13.4957791131,0.008993413,8.8570834082
ftb,foot_gsd_partut_pud_sequoia,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8149700599,0.3938155136,0.8372325935,17.0088841376,-0.0057157992,12.0656594208
ftb,foot_gsd_partut_pud_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.7935916542,0.3677795443,0.80125596,15.8550521621,-0.0046686989,12.0510254385
ftb,foot_gsd_partut_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.797334319,0.3517160073,0.8247539548,11.9217016257,9.6282e-05,10.9081906273
ftb,foot_gsd_pud_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8062707979,0.3962483079,0.8126471811,18.1221661076,-0.0066267047,12.4230277021
ftb,foot_natdis_partut_pud_sequoia,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.7970587293,0.3473936268,0.8337262784,16.1647067497,0.0041468183,9.0225533584
ftb,foot_natdis_partut_pud_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.7765424616,0.3240956012,0.7990864161,15.0219338666,0.00535181,9.0742281985
ftb,foot_natdis_partut_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.7750238125,0.3016085791,0.8208485087,11.0185424116,0.0134057762,8.0490258617
ftb,foot_natdis_pud_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.7905659568,0.3527444254,0.8103535099,17.285361448,0.0021937017,9.5531933445
ftb,foot_partut_pud_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.7970457707,0.3805226152,0.8049083566,15.7702657869,-0.005051772,11.5485883756
ftb,ftb_gsd_natdis_partut_pud,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.9027867738,0.5189019425,0.8878647966,19.220702621,-0.0203939332,9.9437843085
ftb,ftb_gsd_natdis_partut_sequoia,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.9187730264,0.5409064155,0.9076561121,15.3684520957,-0.0202758122,9.2700169958
ftb,ftb_gsd_natdis_partut_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.9067139618,0.5065012704,0.8886188272,14.2219928485,-0.0200413827,9.3187862831
ftb,ftb_gsd_natdis_pud_sequoia,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.9033096981,0.5354587542,0.8888944009,21.4620120175,-0.0204528218,10.25281539
ftb,ftb_gsd_natdis_pud_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8932728785,0.5109054155,0.873052896,20.3266118627,-0.0202672103,10.2828516096
ftb,ftb_gsd_natdis_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.9070569167,0.528691761,0.8897103006,16.4964795222,-0.0202396364,9.6527654774
ftb,ftb_gsd_partut_pud_sequoia,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.9154016237,0.6241692662,0.8920250182,19.7257345081,-0.0225832092,12.5294595664
ftb,ftb_gsd_partut_pud_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.9045506182,0.593698404,0.8750218249,18.5977070815,-0.0223543491,12.4920187395
ftb,ftb_gsd_partut_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.9210776989,0.6456923358,0.8932473862,14.7380838279,-0.0225615241,11.6897131144
ftb,ftb_gsd_pud_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.9049827898,0.604648318,0.8767086972,20.8574482987,-0.0223281974,12.8391430844
ftb,ftb_natdis_partut_pud_sequoia,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.9044773703,0.531239213,0.8895727986,19.062188963,-0.0205553922,9.7975960918
ftb,ftb_natdis_partut_pud_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8938519955,0.5043093408,0.8728710149,17.9304751723,-0.0203587203,9.8304312633
ftb,ftb_natdis_partut_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.908622991,0.5224760501,0.8905106671,13.9823791794,-0.0202705873,9.1493829506
ftb,ftb_natdis_pud_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8948666081,0.5222795744,0.8746408984,20.1791572972,-0.0204354298,10.1377610542
ftb,ftb_partut_pud_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.9062695512,0.6073077968,0.8767233396,18.4797434291,-0.0225451261,12.2242309143
ftb,gsd_natdis_partut_pud_sequoia,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8505130717,0.4711117389,0.8461688135,14.5132156154,-0.0116040856,9.9605387276
ftb,gsd_natdis_partut_pud_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8282605348,0.4370519071,0.8109075833,13.3593836399,-0.0106184995,9.9424425795
ftb,gsd_natdis_partut_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.84349958,0.4374637541,0.8366100685,9.4039149187,-0.0076835451,8.6041218936
ftb,gsd_natdis_pud_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8375003807,0.4664382693,0.8210124616,15.6264975854,-0.0119826334,10.4647546503
ftb,gsd_partut_pud_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8524356577,0.5546086957,0.8172114482,13.8975928042,-0.014515231,14.8429354191
ftb,natdis_partut_pud_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8318305473,0.4533106961,0.8144750255,13.2082427102,-0.0109984113,9.5767929564
ftb,foot_ftb_gsd_natdis_partut_pud,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8761282064,0.4090122621,0.8820383565,23.4452759244,-0.0131511698,9.6094679831
ftb,foot_ftb_gsd_natdis_partut_sequoia,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.887180237,0.4048033415,0.899554979,19.6483208611,-0.01214014,9.0790548657
ftb,foot_ftb_gsd_natdis_partut_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8765573199,0.3833318697,0.8821576911,18.5166070704,-0.0118139067,9.1495831496
ftb,foot_ftb_gsd_natdis_pud_sequoia,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8779314824,0.4271126761,0.8832727944,25.6534080436,-0.0135958257,9.8615701279
ftb,foot_ftb_gsd_natdis_pud_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8689100088,0.4099326002,0.8685854088,24.5290669812,-0.0133405135,9.9123632987
ftb,foot_ftb_gsd_natdis_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8785319387,0.406133073,0.8835013548,20.7505437387,-0.0124937946,9.4151004511
ftb,foot_ftb_gsd_partut_pud_sequoia,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8869837935,0.4621758224,0.8858000886,24.1604305673,-0.0178240677,10.8810542332
ftb,foot_ftb_gsd_partut_pud_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8773096713,0.4422433969,0.8701191478,23.0324031408,-0.0175548029,10.9393008055
ftb,foot_ftb_gsd_partut_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8886878949,0.4433730198,0.8862987974,19.2280753493,-0.0172100938,10.3734625403
ftb,foot_ftb_gsd_pud_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8790788293,0.4598710279,0.8719217899,25.2479079884,-0.0177569927,11.1760783682
ftb,foot_ftb_natdis_partut_pud_sequoia,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8776464599,0.4177933816,0.883617902,23.3273122719,-0.0133001428,9.496633914
ftb,foot_ftb_natdis_partut_pud_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8681522883,0.3994880289,0.8681939282,22.2029712095,-0.0130271929,9.5557450314
ftb,foot_ftb_natdis_partut_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8782494508,0.3937810295,0.8838932016,18.3212297711,-0.012014002,9.011219795
ftb,foot_ftb_natdis_pud_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8703496793,0.4182112904,0.8700617378,24.4184760571,-0.0134950791,9.8040221861
ftb,foot_ftb_partut_pud_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8788507393,0.4517332891,0.8716931003,22.9476167656,-0.0177231083,10.7691093097
ftb,foot_gsd_natdis_partut_pud_sequoia,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8098497866,0.3661146497,0.8404371585,18.770966196,0.0004901516,9.6368283732
ftb,foot_gsd_natdis_partut_pud_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.7920451722,0.3448157669,0.8104415082,17.6208205847,0.0015350406,9.6707924854
ftb,foot_gsd_natdis_partut_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.7946274726,0.3281994123,0.8313311688,13.7243336897,0.0074330771,8.7650070989
ftb,foot_gsd_natdis_pud_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.802947564,0.3698815298,0.8192559149,19.8547572529,-0.0009177887,10.0634329938
ftb,foot_gsd_partut_pud_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8102096107,0.3987172123,0.8157877236,18.3470343201,-0.0073403359,12.1074085912
ftb,foot_natdis_partut_pud_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.7949248951,0.3553213193,0.8134903986,17.5139160246,0.0011504214,9.4337875075
ftb,ftb_gsd_natdis_partut_pud_sequoia,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.9035511662,0.5366361366,0.8889447399,21.6721347735,-0.0205648025,10.1557043183
ftb,ftb_gsd_natdis_partut_pud_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8937029104,0.5123645165,0.8734061785,20.5330482545,-0.0203908249,10.1864279413
ftb,ftb_gsd_natdis_partut_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.9072479097,0.5302518826,0.8897482046,16.7102886423,-0.020416563,9.5727819025
ftb,ftb_gsd_natdis_pud_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.8946549482,0.528049952,0.8750343061,22.7559258304,-0.020409309,10.4699235969
ftb,ftb_gsd_partut_pud_sequoia_spoken,0.9242110405,0.957286739,0.9651039735,0.9701149633,0.973246832,0.9753362519,0.9772289407,0.9783460116,0.9794472535,0.9804263864,0.9051959335,0.605145549,0.876996312,21.0675710547,-0.0224074673,12.6232438299
